ID,Latitude,Longitude,Day,Hour,Minute,Duration,RemainingTime,Resources,Coverage,OnPeakHours,GridNumber,Ligitimacy
310,45.47745612,-75.16608935,3,5,34,40,40,2,66,0,187701,1
310,45.47764487,-75.16542529,3,5,44,40,30,2,66,0,187701,1
310,45.47811527,-75.16516862,3,5,54,40,20,2,66,0,187701,1
310,45.47825312,-75.16533304,3,6,4,40,10,2,66,0,187701,1
311,45.54540211,-75.1007789,1,1,2,10,10,7,34,0,300317,1
312,45.44122997,-75.30339232,1,2,21,10,10,3,34,0,121996,1
313,45.47656196,-75.16472997,1,19,22,60,60,2,81,0,187701,1
313,45.47665464,-75.16451071,1,19,32,60,50,2,81,0,187701,1
313,45.47664675,-75.16448772,1,19,42,60,40,2,81,0,187701,1
313,45.47702654,-75.16459266,1,19,52,60,30,2,81,0,187701,1
313,45.47702136,-75.16445217,1,20,2,60,20,2,81,0,187701,1
313,45.47666145,-75.1635661,1,20,12,60,10,2,81,0,187702,1
314,45.56708212,-75.23189326,1,14,10,60,60,7,91,0,337837,0
314,45.56725172,-75.2311501,1,14,20,60,50,7,91,0,337837,0
314,45.56726647,-75.23054841,1,14,30,60,40,7,91,0,347221,0
314,45.56674568,-75.23026379,1,14,40,60,30,7,91,0,337837,0
314,45.5666708,-75.2307256,1,14,50,60,20,7,91,0,337837,0
314,45.5666708,-75.2307256,1,15,0,60,10,7,91,0,337837,0
315,45.45629615,-75.18911989,1,12,44,10,10,2,47,0,150162,1
316,45.4193712,-75.2239306,5,11,4,20,20,8,81,0,84470,1
316,45.4193712,-75.2239306,5,11,14,20,10,8,81,0,84470,1
317,45.57878889,-75.28377587,4,6,22,20,20,6,96,0,365983,1
317,45.57852916,-75.28335041,4,6,32,20,10,6,96,0,365983,1
318,45.39408539,-75.17766762,2,11,45,60,60,8,80,0,46940,1
318,45.39391771,-75.17855577,2,11,55,60,50,8,80,0,46940,1
318,45.39391378,-75.17823656,2,12,5,60,40,8,80,0,46940,1
318,45.39444956,-75.17774272,2,12,15,60,30,8,80,0,46940,1
318,45.39425063,-75.17782368,2,12,25,60,20,8,80,0,46940,1
318,45.39401925,-75.178021,2,12,35,60,10,8,80,0,46940,1
319,45.43275566,-75.17929108,5,13,15,40,40,7,84,0,112628,1
319,45.43286344,-75.17940644,5,13,25,40,30,7,84,0,112628,1
319,45.43286564,-75.17938107,5,13,35,40,20,7,84,0,112628,1
319,45.43235544,-75.17992712,5,13,45,40,10,7,84,0,112628,1
320,45.37855,-75.24523891,5,10,28,10,10,1,35,1,18779,1
321,45.41581674,-75.19378659,3,12,36,30,30,7,93,0,84474,1
321,45.4153902,-75.19427703,3,12,46,30,20,7,93,0,84474,1
321,45.41563448,-75.1936513,3,12,56,30,10,7,93,0,84474,1
322,45.40862296,-75.16355367,4,1,13,50,50,2,99,0,65710,1
322,45.40859568,-75.16392208,4,1,23,50,40,2,99,0,65710,1
322,45.40888127,-75.16336402,4,1,33,50,30,2,99,0,65710,1
322,45.40959166,-75.1633288,4,1,43,50,20,2,99,0,75094,1
322,45.40960076,-75.16258802,4,1,53,50,10,2,99,0,75094,1
323,45.5447069,-75.21886022,4,22,19,60,60,1,57,0,300303,1
323,45.5449475,-75.21815818,4,22,29,60,50,1,57,0,300303,1
323,45.545064,-75.21831829,4,22,39,60,40,1,57,0,300303,1
323,45.54504601,-75.21831784,4,22,49,60,30,1,57,0,300303,1
323,45.54569793,-75.21820392,4,22,59,60,20,1,57,0,309687,1
323,45.54564032,-75.21762063,4,23,9,60,10,1,57,0,309687,1
324,45.44461946,-75.16658228,3,14,23,60,60,1,66,0,131397,1
324,45.44431731,-75.16665027,3,14,33,60,50,1,66,0,131397,1
324,45.44407115,-75.1664144,3,14,43,60,40,1,66,0,131397,1
324,45.44447255,-75.16575842,3,14,53,60,30,1,66,0,131397,1
324,45.44461334,-75.16549301,3,15,3,60,20,1,66,0,131397,1
324,45.44479417,-75.16537863,3,15,13,60,10,1,66,0,131397,1
325,45.40571846,-75.18489011,5,1,54,10,10,6,97,0,65707,1
326,45.41096418,-75.15078553,4,3,55,60,60,6,97,0,75095,1
326,45.41073134,-75.15034684,4,4,5,60,50,6,97,0,75095,1
326,45.41075198,-75.15038869,4,4,15,60,40,6,97,0,75095,1
326,45.41035676,-75.14996586,4,4,25,60,30,6,97,0,75095,1
326,45.41021519,-75.14946841,4,4,35,60,20,6,97,0,75095,1
326,45.40998575,-75.14890421,4,4,45,60,10,6,97,0,75095,1
327,45.48436753,-75.21723851,3,8,52,40,40,8,56,1,197079,0
327,45.48450001,-75.21727512,3,9,2,40,30,8,56,1,197079,0
327,45.4849139,-75.21727512,3,9,12,40,20,8,56,1,197079,0
327,45.48456732,-75.21719708,3,9,22,40,10,8,56,1,197079,0
328,45.43742429,-75.29056538,5,19,41,40,40,7,99,0,121998,1
328,45.43734289,-75.28974274,5,19,51,40,30,7,99,0,121998,1
328,45.43736988,-75.28967633,5,20,1,40,20,7,99,0,121998,1
328,45.43709646,-75.28902999,5,20,11,40,10,7,99,0,121998,1
329,45.44025724,-75.17171916,5,14,28,40,40,7,82,0,122013,1
329,45.44030729,-75.17169043,5,14,38,40,30,7,82,0,122013,1
329,45.44011409,-75.17158509,5,14,48,40,20,7,82,0,122013,1
329,45.43970974,-75.17130495,5,14,58,40,10,7,82,0,122013,1
330,45.45232606,-75.13704334,4,0,38,40,40,6,96,0,140785,1
330,45.45203481,-75.13664373,4,0,48,40,30,6,96,0,140785,1
330,45.45212097,-75.13710061,4,0,58,40,20,6,96,0,140785,1
330,45.4520344,-75.13703243,4,1,8,40,10,6,96,0,140785,1
331,45.48325509,-75.26845043,1,12,26,60,60,10,71,0,197073,1
331,45.48310604,-75.26924115,1,12,36,60,50,10,71,0,197072,1
331,45.48347728,-75.26885771,1,12,46,60,40,10,71,0,197072,1
331,45.48341858,-75.26849629,1,12,56,60,30,10,71,0,197073,1
331,45.48332083,-75.26847428,1,13,6,60,20,10,71,0,197073,1
331,45.48358305,-75.26869826,1,13,16,60,10,10,71,0,197073,1
332,45.41678771,-75.12228098,4,0,35,30,30,2,68,0,84483,1
332,45.41679332,-75.12224349,4,0,45,30,20,2,68,0,84483,1
332,45.41722457,-75.12237365,4,0,55,30,10,2,68,0,84483,1
333,45.49679205,-75.18090715,5,7,7,20,20,2,74,1,225235,1
333,45.49665266,-75.18127992,5,7,17,20,10,2,74,1,225235,1
334,45.51945583,-75.22929517,0,20,55,60,60,7,43,0,262765,1
334,45.51932639,-75.22911736,0,21,5,60,50,7,43,0,262765,1
334,45.51927544,-75.2290647,0,21,15,60,40,7,43,0,262765,1
334,45.5186938,-75.22897774,0,21,25,60,30,7,43,0,262765,1
334,45.51895729,-75.22981959,0,21,35,60,20,7,43,0,262765,1
334,45.51871868,-75.22893538,0,21,45,60,10,7,43,0,262765,1
335,45.57496711,-75.15562047,1,23,13,10,10,7,84,0,356615,1
336,45.40947798,-75.24822661,1,14,10,30,30,2,53,0,75083,1
336,45.40923806,-75.2488411,1,14,20,30,20,2,53,0,65699,1
336,45.40967568,-75.24963633,1,14,30,30,10,2,53,0,75083,1
337,45.51098992,-75.31611914,4,0,43,10,10,1,38,0,243987,1
338,45.55705843,-75.12027048,3,11,19,20,20,5,33,0,328467,1
338,45.55724391,-75.12021916,3,11,29,20,10,5,33,0,328467,1
339,45.43969967,-75.24508785,1,20,20,20,20,4,82,0,122003,1
339,45.43910747,-75.24557352,1,20,30,20,10,4,82,0,122003,1
340,45.39286639,-75.14264227,1,4,9,10,10,9,55,0,37560,1
341,45.47940544,-75.18492284,2,16,14,20,20,2,36,0,187699,1
341,45.47895091,-75.18566609,2,16,24,20,10,2,36,0,187699,1
342,45.41214156,-75.2525606,0,12,31,50,50,3,74,0,75083,1
342,45.41199453,-75.25262046,0,12,41,50,40,3,74,0,75083,1
342,45.4119083,-75.25252821,0,12,51,50,30,3,74,0,75083,1
342,45.41219057,-75.25209843,0,13,1,50,20,3,74,0,75083,1
342,45.41149775,-75.25209843,0,13,11,50,10,3,74,0,75083,1
343,45.56087253,-75.1191606,0,17,4,60,60,1,54,0,328467,1
343,45.56151048,-75.1192082,0,17,14,60,50,1,54,0,328467,1
343,45.56114381,-75.11933834,0,17,24,60,40,1,54,0,328467,1
343,45.56105174,-75.11890963,0,17,34,60,30,1,54,0,328467,1
343,45.56132162,-75.11891634,0,17,44,60,20,1,54,0,328467,1
343,45.56134108,-75.11883107,0,17,54,60,10,1,54,0,328467,1
344,45.47846401,-75.12640643,4,7,53,40,40,1,57,1,187706,1
344,45.47842806,-75.12640911,4,8,3,40,30,1,57,1,187706,1
344,45.47843641,-75.12637262,4,8,13,40,20,1,57,1,187706,1
344,45.47854419,-75.12648808,4,8,23,40,10,1,57,1,187706,1
345,45.49198309,-75.19117718,1,21,59,50,50,5,30,0,215850,1
345,45.49169831,-75.19078617,1,22,9,50,40,5,30,0,215850,1
345,45.49125172,-75.19139933,1,22,19,50,30,5,30,0,215850,1
345,45.49063174,-75.19135314,1,22,29,50,20,5,30,0,206466,1
345,45.49017683,-75.19081044,1,22,39,50,10,5,30,0,206466,1
346,45.44858927,-75.15190316,1,5,54,30,30,9,46,0,140783,1
346,45.44830049,-75.15240981,1,6,4,30,20,9,46,0,140783,1
346,45.44813698,-75.15191164,1,6,14,30,10,9,46,0,140783,1
347,45.55374527,-75.2271132,3,15,33,30,30,10,90,0,319070,1
347,45.55413856,-75.22782973,3,15,43,30,20,10,90,0,319070,1
347,45.55419417,-75.22787181,3,15,53,30,10,10,90,0,319070,1
348,45.51395408,-75.29326004,3,9,0,60,60,8,66,1,253373,0
348,45.51435072,-75.29248351,3,9,10,60,50,8,66,1,253374,0
348,45.51433567,-75.29268716,3,9,20,60,40,8,66,1,253374,0
348,45.51450367,-75.29259543,3,9,30,60,30,8,66,1,253374,0
348,45.51449645,-75.29318404,3,9,40,60,20,8,66,1,253373,0
348,45.51394323,-75.29375574,3,9,50,60,10,8,66,1,253373,0
349,45.45478713,-75.18991863,0,23,19,10,10,1,82,0,150162,1
350,45.41630744,-75.23738387,4,12,15,50,50,6,68,0,84468,1
350,45.41697342,-75.23711271,4,12,25,50,40,6,68,0,84468,1
350,45.41658857,-75.23746758,4,12,35,50,30,6,68,0,84468,1
350,45.41611633,-75.23823893,4,12,45,50,20,6,68,0,84468,1
350,45.41607354,-75.23821919,4,12,55,50,10,6,68,0,84468,1
351,45.53129155,-75.24045161,5,17,55,40,40,4,71,0,281532,1
351,45.53131925,-75.24055988,5,18,5,40,30,4,71,0,281532,1
351,45.53105687,-75.24136043,5,18,15,40,20,4,71,0,281532,1
351,45.53084749,-75.24189786,5,18,25,40,10,4,71,0,281532,1
352,45.4383948,-75.3034634,1,17,21,60,60,6,86,0,121996,1
352,45.43836042,-75.30374031,1,17,31,60,50,6,86,0,121996,1
352,45.43851303,-75.30387576,1,17,41,60,40,6,86,0,121996,1
352,45.4386546,-75.30437346,1,17,51,60,30,6,86,0,121996,1
352,45.43846838,-75.30396615,1,18,1,60,20,6,86,0,121996,1
352,45.43790898,-75.30332271,1,18,11,60,10,6,86,0,121996,1
353,45.38669588,-75.17280944,4,3,58,20,20,2,42,0,28172,1
353,45.38673823,-75.17212253,4,4,8,20,10,2,42,0,28173,1
354,45.42916259,-75.24497741,0,18,12,30,30,2,100,0,103235,1
354,45.42979667,-75.24486683,0,18,22,30,20,2,100,0,103235,1
354,45.43006256,-75.24438348,0,18,32,30,10,2,100,0,103236,1
355,45.53574892,-75.29988054,0,20,21,20,20,7,32,0,290909,1
355,45.53521838,-75.29963526,0,20,31,20,10,7,32,0,290909,1
356,45.54532635,-75.25042963,5,4,56,30,30,6,98,0,300299,1
356,45.54535772,-75.25093988,5,5,6,30,20,6,98,0,300299,1
356,45.54536274,-75.25073513,5,5,16,30,10,6,98,0,300299,1
357,45.38926851,-75.16815444,5,21,26,40,40,1,80,0,37557,1
357,45.38937273,-75.1682298,5,21,36,40,30,1,80,0,37557,1
357,45.38936143,-75.16792375,5,21,46,40,20,1,80,0,37557,1
357,45.38879421,-75.16729482,5,21,56,40,10,1,80,0,37557,1
358,45.51234989,-75.26192452,3,6,21,60,60,7,85,0,243993,1
358,45.51193448,-75.26126831,3,6,31,60,50,7,85,0,243993,1
358,45.51246331,-75.26120251,3,6,41,60,40,7,85,0,243993,1
358,45.51269886,-75.26180692,3,6,51,60,30,7,85,0,243993,1
358,45.51277209,-75.26210943,3,7,1,60,20,7,85,1,243993,1
358,45.5124781,-75.26226995,3,7,11,60,10,7,85,1,243993,1
359,45.44282396,-75.23777755,0,21,13,60,60,10,67,0,131388,1
359,45.44282349,-75.23781589,0,21,23,60,50,10,67,0,131388,1
359,45.44323937,-75.23809138,0,21,33,60,40,10,67,0,131388,1
359,45.44284866,-75.23740599,0,21,43,60,30,10,67,0,131388,1
359,45.44336153,-75.23740599,0,21,53,60,20,10,67,0,131388,1
359,45.44322073,-75.23749089,0,22,3,60,10,10,67,0,131388,1
360,45.40500809,-75.24730904,5,9,27,60,60,7,61,1,65699,0
360,45.40508876,-75.24729902,5,9,37,60,50,7,61,1,65699,0
360,45.40519995,-75.24829568,5,9,47,60,40,7,61,1,65699,0
360,45.4056519,-75.24792525,5,9,57,60,30,7,61,1,65699,0
360,45.40543714,-75.24789321,5,10,7,60,20,7,61,1,65699,0
360,45.4054832,-75.24795419,5,10,17,60,10,7,61,1,65699,0
361,45.50548919,-75.30317261,2,21,30,60,60,10,69,0,234604,1
361,45.50519075,-75.30348098,2,21,40,60,50,10,69,0,234604,1
361,45.50520755,-75.30349015,2,21,50,60,40,10,69,0,234604,1
361,45.50518441,-75.30350992,2,22,0,60,30,10,69,0,234604,1
361,45.50530494,-75.30364385,2,22,10,60,20,10,69,0,234604,1
361,45.5051464,-75.30392228,2,22,20,60,10,10,69,0,234604,1
362,45.54710382,-75.25283685,3,6,32,60,60,4,45,0,309682,1
362,45.54714461,-75.25366717,3,6,42,60,50,4,45,0,309682,1
362,45.54711649,-75.25389416,3,6,52,60,40,4,45,0,309682,1
362,45.54708757,-75.25384512,3,7,2,60,30,4,45,1,309682,1
362,45.54736014,-75.25404277,3,7,12,60,20,4,45,1,309682,1
362,45.54760005,-75.25342678,3,7,22,60,10,4,45,1,309682,1
363,45.41091556,-75.26306258,1,14,38,50,50,2,54,0,75081,1
363,45.41064022,-75.26294306,1,14,48,50,40,2,54,0,75081,1
363,45.41031495,-75.26381155,1,14,58,50,30,2,54,0,75081,1
363,45.41015505,-75.26282824,1,15,8,50,20,2,54,0,75081,1
363,45.41051446,-75.26285499,1,15,18,50,10,2,54,0,75081,1
364,45.47605984,-75.29363719,4,1,33,30,30,10,74,0,187685,1
364,45.47605168,-75.29363178,4,1,43,30,20,10,74,0,187685,1
364,45.47652547,-75.29425978,4,1,53,30,10,10,74,0,187685,1
365,45.46807689,-75.14011271,5,7,44,40,40,2,55,1,168937,1
365,45.46802984,-75.13934839,5,7,54,40,30,2,55,1,168937,1
365,45.46835865,-75.1394224,5,8,4,40,20,2,55,1,168937,1
365,45.46787794,-75.13984931,5,8,14,40,10,2,55,1,168937,1
366,45.53886717,-75.24529987,5,18,51,60,60,9,76,0,290915,1
366,45.53886372,-75.2455815,5,19,1,60,50,9,76,0,290915,1
366,45.53843877,-75.24524632,5,19,11,60,40,9,76,0,290915,1
366,45.53868294,-75.24546343,5,19,21,60,30,9,76,0,290915,1
366,45.5386115,-75.24547591,5,19,31,60,20,9,76,0,290915,1
366,45.5384063,-75.24452089,5,19,41,60,10,9,76,0,290916,1
367,45.40140156,-75.30041043,0,15,50,50,50,6,48,0,56309,1
367,45.40172679,-75.29991535,0,16,0,50,40,6,48,0,56309,1
367,45.40170893,-75.29991224,0,16,10,50,30,6,48,0,56309,1
367,45.40162143,-75.29920785,0,16,20,50,20,6,48,0,56309,1
367,45.40160634,-75.29917608,0,16,30,50,10,6,48,0,56309,1
368,45.40525232,-75.2597924,4,13,17,10,10,3,72,0,65698,1
369,45.54872817,-75.28240039,4,12,29,20,20,3,91,0,309679,1
369,45.54904294,-75.28255465,4,12,39,20,10,3,91,0,309679,1
370,45.488171,-75.26294395,1,9,25,20,20,8,72,1,206457,1
370,45.48818415,-75.26288279,1,9,35,20,10,8,72,1,206457,1
371,45.57439543,-75.14108046,2,8,18,60,60,9,52,1,356616,0
371,45.57455237,-75.14046647,2,8,28,60,50,9,52,1,356616,0
371,45.57439501,-75.14056158,2,8,38,60,40,9,52,1,356616,0
371,45.57400051,-75.14106736,2,8,48,60,30,9,52,1,356616,0
371,45.57403189,-75.14170637,2,8,58,60,20,9,52,1,356616,0
371,45.57364777,-75.14184274,2,9,8,60,10,9,52,1,356616,0
372,45.54019312,-75.23050965,0,12,44,40,40,5,82,0,300301,1
372,45.54070034,-75.23099652,0,12,54,40,30,5,82,0,300301,1
372,45.54015785,-75.23065281,0,13,4,40,20,5,82,0,300301,1
372,45.54077528,-75.23074515,0,13,14,40,10,5,82,0,300301,1
373,45.47196228,-75.21161591,3,6,22,40,40,8,45,0,178312,1
373,45.47229788,-75.21206071,3,6,32,40,30,8,45,0,178312,1
373,45.47260492,-75.21157602,3,6,42,40,20,8,45,0,178312,1
373,45.47260492,-75.21204919,3,6,52,40,10,8,45,0,178312,1
374,45.41102297,-75.29879422,5,2,26,20,20,2,71,0,75077,1
374,45.41075581,-75.29794231,5,2,36,20,10,2,71,0,75077,1
375,45.40793758,-75.13832429,1,1,3,20,20,10,59,0,65713,1
375,45.40764983,-75.13831003,1,1,13,20,10,10,59,0,65713,1
376,45.39673026,-75.11931503,3,20,24,60,60,2,52,0,46947,1
376,45.39732412,-75.11880855,3,20,34,60,50,2,52,0,46947,1
376,45.3971346,-75.11845156,3,20,44,60,40,2,52,0,46947,1
376,45.39731895,-75.11824712,3,20,54,60,30,2,52,0,46947,1
376,45.39713561,-75.11831201,3,21,4,60,20,2,52,0,46947,1
376,45.39712211,-75.11827883,3,21,14,60,10,2,52,0,46947,1
377,45.5804955,-75.23698548,4,23,17,30,30,4,32,0,365988,1
377,45.58023907,-75.23761796,4,23,27,30,20,4,32,0,365988,1
377,45.58018867,-75.23764551,4,23,37,30,10,4,32,0,365988,1
378,45.40532234,-75.24696254,5,11,49,40,40,9,50,0,65699,0
378,45.40515492,-75.24713522,5,11,59,40,30,9,50,0,65699,0
378,45.40508196,-75.24762249,5,12,9,40,20,9,50,0,65699,0
378,45.40469653,-75.24757462,5,12,19,40,10,9,50,0,65699,0
379,45.52782441,-75.16964678,3,7,43,60,60,9,34,1,272157,1
379,45.52771951,-75.16988561,3,7,53,60,50,9,34,1,272157,1
379,45.52756248,-75.16958914,3,8,3,60,40,9,34,1,272157,1
379,45.52757009,-75.16961234,3,8,13,60,30,9,34,1,272157,1
379,45.52777527,-75.17056718,3,8,23,60,20,9,34,1,272157,1
379,45.52765126,-75.17118243,3,8,33,60,10,9,34,1,272157,1
380,45.4338185,-75.18684141,4,9,44,30,30,5,35,1,112627,1
380,45.43394104,-75.18649981,4,9,54,30,20,5,35,1,112627,1
380,45.43406273,-75.18687044,4,10,4,30,10,5,35,1,112627,1
381,45.5717946,-75.30538592,0,16,21,10,10,8,55,0,347212,1
382,45.56344236,-75.23154554,3,22,49,10,10,4,87,0,337837,1
383,45.57283194,-75.24780561,0,18,15,10,10,8,38,0,356603,1
384,45.56082937,-75.2750133,2,5,0,50,50,5,70,0,328448,1
384,45.56067449,-75.27508071,2,5,10,50,40,5,70,0,328448,1
384,45.56095337,-75.27507378,2,5,20,50,30,5,70,0,328448,1
384,45.561183,-75.27513732,2,5,30,50,20,5,70,0,328448,1
384,45.56161077,-75.2743292,2,5,40,50,10,5,70,0,328448,1
385,45.55697817,-75.12924344,3,16,9,30,30,5,61,0,328466,1
385,45.5568632,-75.12912012,3,16,19,30,20,5,61,0,328466,1
385,45.55637457,-75.12964424,3,16,29,30,10,5,61,0,319082,1
386,45.54978042,-75.14596258,0,17,42,60,60,6,38,0,309696,1
386,45.55031618,-75.14546738,0,17,52,60,50,6,38,0,309696,1
386,45.5500499,-75.14452938,0,18,2,60,40,6,38,0,309696,1
386,45.55040604,-75.14474454,0,18,12,60,30,6,38,0,309696,1
386,45.55095802,-75.14527446,0,18,22,60,20,6,38,0,319080,1
386,45.55099766,-75.1452048,0,18,32,60,10,6,38,0,319080,1
387,45.44578492,-75.197213,5,7,3,60,60,10,78,1,131393,1
387,45.44551647,-75.19717291,5,7,13,60,50,10,78,1,131393,1
387,45.44550958,-75.1971647,5,7,23,60,40,10,78,1,131393,1
387,45.44547465,-75.1969795,5,7,33,60,30,10,78,1,131393,1
387,45.44542202,-75.19730332,5,7,43,60,20,10,78,1,131393,1
387,45.44552815,-75.19764196,5,7,53,60,10,10,78,1,131393,1
388,45.46342639,-75.27913993,0,23,2,50,50,3,47,0,159535,1
388,45.46340995,-75.27912953,0,23,12,50,40,3,47,0,159535,1
388,45.46384842,-75.27906404,0,23,22,50,30,3,47,0,159535,1
388,45.46408033,-75.27892415,0,23,32,50,20,3,47,0,168919,1
388,45.46429881,-75.27977724,0,23,42,50,10,3,47,0,168919,1
389,45.4223473,-75.28842582,1,12,36,40,40,3,88,0,93846,1
389,45.42241833,-75.28809591,1,12,46,40,30,3,88,0,93846,1
389,45.42292621,-75.28799455,1,12,56,40,20,3,88,0,93846,1
389,45.42335521,-75.28767063,1,13,6,40,10,3,88,0,93846,1
390,45.54743702,-75.27059525,3,9,4,40,40,10,92,1,309680,1
390,45.54739047,-75.27030827,3,9,14,40,30,10,92,1,309680,1
390,45.54697984,-75.27100474,3,9,24,40,20,10,92,1,309680,1
390,45.54701209,-75.27088519,3,9,34,40,10,10,92,1,309680,1
391,45.56491809,-75.15361291,4,15,52,50,50,10,70,0,337847,1
391,45.56486431,-75.1536196,4,16,2,50,40,10,70,0,337847,1
391,45.56510939,-75.1543044,4,16,12,50,30,10,70,0,337847,1
391,45.56496622,-75.15432582,4,16,22,50,20,10,70,0,337847,1
391,45.56494061,-75.15446192,4,16,32,50,10,10,70,0,337847,1
392,45.54534918,-75.32523968,2,9,57,60,60,3,36,1,300289,1
392,45.54538208,-75.32519601,2,10,7,60,50,3,36,1,300289,1
392,45.54568799,-75.32444193,2,10,17,60,40,3,36,1,309674,1
392,45.54539846,-75.32482618,2,10,27,60,30,3,36,1,300290,1
392,45.54513313,-75.32432509,2,10,37,60,20,3,36,1,300290,1
392,45.54533555,-75.32438632,2,10,47,60,10,3,36,1,300290,1
393,45.54116638,-75.29642393,4,2,49,60,60,5,63,0,300293,1
393,45.5413534,-75.29711724,4,2,59,60,50,5,63,0,300293,1
393,45.5415254,-75.29656748,4,3,9,60,40,5,63,0,300293,1
393,45.5420267,-75.29699613,4,3,19,60,30,5,63,0,300293,1
393,45.54140502,-75.29748652,4,3,29,60,20,5,63,0,300293,1
393,45.54163717,-75.29834718,4,3,39,60,10,5,63,0,300293,1
394,45.47054871,-75.212871,3,5,54,40,40,8,44,0,178311,1
394,45.47077365,-75.212871,3,6,4,40,30,8,44,0,178311,1
394,45.47072503,-75.21366083,3,6,14,40,20,8,44,0,178311,1
394,45.47092123,-75.21347975,3,6,24,40,10,8,44,0,178311,1
395,45.48267698,-75.23482497,5,20,49,20,20,9,37,0,197077,1
395,45.48270991,-75.23493013,5,20,59,20,10,9,37,0,197077,1
396,45.40611216,-75.2794841,2,19,0,10,10,7,39,0,65695,1
397,45.54160554,-75.29123348,3,19,38,50,50,6,44,0,300294,1
397,45.54189549,-75.29097565,3,19,48,50,40,6,44,0,300294,1
397,45.54165589,-75.29086486,3,19,58,50,30,6,44,0,300294,1
397,45.54175054,-75.29082368,3,20,8,50,20,6,44,0,300294,1
397,45.54143573,-75.29018389,3,20,18,50,10,6,44,0,300294,1
398,45.39474606,-75.27331602,4,21,26,20,20,3,69,0,46928,1
398,45.39509803,-75.27397897,4,21,36,20,10,3,69,0,46928,1
399,45.41547367,-75.22103045,5,4,44,20,20,3,94,0,84470,1
399,45.41529658,-75.2207412,5,4,54,20,10,3,94,0,84470,1
400,45.42640862,-75.23595947,2,18,40,50,50,2,56,0,103237,1
400,45.42589959,-75.23639382,2,18,50,50,40,2,56,0,103237,1
400,45.426098,-75.23737645,2,19,0,50,30,2,56,0,103236,1
400,45.4265391,-75.23755608,2,19,10,50,20,2,56,0,103236,1
400,45.42657117,-75.23757928,2,19,20,50,10,2,56,0,103236,1
401,45.43426777,-75.17650969,5,7,0,60,60,2,62,1,112628,1
401,45.43403355,-75.17725688,5,7,10,60,50,2,62,1,112628,1
401,45.43426621,-75.17767984,5,7,20,60,40,2,62,1,112628,1
401,45.43495814,-75.17739803,5,7,30,60,30,2,62,1,112628,1
401,45.43488475,-75.17734942,5,7,40,60,20,2,62,1,112628,1
401,45.43470605,-75.17701261,5,7,50,60,10,2,62,1,112628,1
402,45.5323673,-75.16743371,2,14,52,20,20,5,73,0,281541,1
402,45.53218599,-75.16703646,2,15,2,20,10,5,73,0,281541,1
403,45.5200652,-75.1683969,2,12,30,10,10,6,53,0,262773,1
404,45.5510637,-75.30313537,4,7,33,50,50,7,51,1,319060,1
404,45.55067125,-75.30230726,4,7,43,50,40,7,51,1,309676,1
404,45.5508715,-75.30185113,4,7,53,50,30,7,51,1,309676,1
404,45.55068816,-75.30162429,4,8,3,50,20,7,51,1,309676,1
404,45.55098003,-75.30077255,4,8,13,50,10,7,51,1,319061,1
405,45.57283069,-75.17786161,0,20,40,50,50,4,44,0,356612,1
405,45.57257265,-75.17838632,0,20,50,50,40,4,44,0,347228,1
405,45.57315255,-75.17787036,0,21,0,50,30,4,44,0,356612,1
405,45.57326299,-75.17819277,0,21,10,50,20,4,44,0,356612,1
405,45.57306911,-75.17743434,0,21,20,50,10,4,44,0,356612,1
406,45.40809371,-75.28193957,0,16,36,30,30,6,94,0,65695,1
406,45.40789057,-75.28269087,0,16,46,30,20,6,94,0,65695,1
406,45.40791886,-75.28252974,0,16,56,30,10,6,94,0,65695,1
407,45.4869731,-75.15175915,5,12,39,60,60,8,70,0,206471,1
407,45.48723659,-75.15260053,5,12,49,60,50,8,70,0,206471,1
407,45.48713015,-75.15182202,5,12,59,60,40,8,70,0,206471,1
407,45.48704431,-75.15119419,5,13,9,60,30,8,70,0,206471,1
407,45.48743965,-75.15081507,5,13,19,60,20,8,70,0,206471,1
407,45.4874312,-75.15073927,5,13,29,60,10,8,70,0,206471,1
408,45.54433387,-75.25854575,5,17,58,30,30,7,51,0,300298,1
408,45.54453329,-75.258909,5,18,8,30,20,7,51,0,300298,1
408,45.54479871,-75.25956326,5,18,18,30,10,7,51,0,300298,1
409,45.41634728,-75.28133541,4,19,21,20,20,2,40,0,84463,1
409,45.41637267,-75.28099235,4,19,31,20,10,2,40,0,84463,1
410,45.51436494,-75.29643797,3,17,21,50,50,10,58,0,253373,0
410,45.5148177,-75.29601975,3,17,31,50,40,10,58,0,253373,0
410,45.51488985,-75.29596746,3,17,41,50,30,10,58,0,253373,0
410,45.51530305,-75.29664358,3,17,51,50,20,10,58,0,253373,0
410,45.51461541,-75.29676367,3,18,1,50,10,10,58,0,253373,0
411,45.55041502,-75.23137917,4,4,25,60,60,1,83,0,309685,1
411,45.55051421,-75.23146739,4,4,35,60,50,1,83,0,309685,1
411,45.55010662,-75.2313651,4,4,45,60,40,1,83,0,309685,1
411,45.55008731,-75.23188942,4,4,55,60,30,1,83,0,309685,1
411,45.54996775,-75.23136572,4,5,5,60,20,1,83,0,309685,1
411,45.55022985,-75.23122994,4,5,15,60,10,1,83,0,309685,1
412,45.5465525,-75.15458224,0,15,23,20,20,8,94,0,309695,1
412,45.54610753,-75.154788,0,15,33,20,10,8,94,0,309695,1
413,45.40465274,-75.2350613,5,11,12,60,60,7,99,0,65701,0
